Distribution Center,Product Offering,Generation,SKU,ASP Group,Week,Forecasted Demand,Customer Orders
EPSILON,T,3,SKU-T-3,17,129,2086,159
EPSILON,T,4,SKU-T-4,17,129,59045,18471
EPSILON,U,3,SKU-U-3,17,129,46178,5892
EPSILON,U,4,SKU-U-4,18,129,59952,42516
EPSILON,V,4,SKU-V-4,18,129,27357,8917
EPSILON,W,4,SKU-W-4,21,129,253583,29140
ALPHA,A,3,SKU-A-3,1,130,0,637
ALPHA,A,4,SKU-A-4,1,130,33471,15287
ALPHA,B,3,SKU-B-3,1,130,0,2070
ALPHA,B,4,SKU-B-4,2,130,24920,10350
ALPHA,C,3,SKU-C-3,4,130,1943,5892
ALPHA,C,4,SKU-C-4,4,130,69220,57643
ALPHA,D,4,SKU-D-4,5,130,3376,1115
ALPHA,F,3,SKU-F-3,7,130,159,318
ALPHA,F,4,SKU-F-4,8,130,35478,12420
ALPHA,H,4,SKU-H-4,10,130,22070,4777
ALPHA,I,4,SKU-I-4,14,130,5541,2707
ALPHA,K,4,SKU-K-4,12,130,9204,478
ALPHA,L,4,SKU-L-4,13,130,5080,1274
ALPHA,N,4,SKU-N-4,16,130,3057,3185
ALPHA,O,4,SKU-O-4,14,130,10780,1592
ALPHA,Q,4,SKU-Q-4,14,130,6433,2229
ALPHA,R,4,SKU-R-4,15,130,318,478
ALPHA,S,4,SKU-S-4,16,130,3121,1433
BETA,A,4,SKU-A-4,1,130,1481,159
BETA,C,4,SKU-C-4,4,130,2771,796
BETA,D,4,SKU-D-4,5,130,1194,1115
BETA,F,4,SKU-F-4,8,130,1162,159
BETA,G,4,SKU-G-4,10,130,908,159
BETA,H,4,SKU-H-4,10,130,732,159
BETA,L,4,SKU-L-4,13,130,541,159
BETA,O,4,SKU-O-4,14,130,430,159
BETA,S,4,SKU-S-4,16,130,685,159
GAMMA,A,3,SKU-A-3,1,130,8121,14331
GAMMA,A,4,SKU-A-4,1,130,41051,50000
GAMMA,B,3,SKU-B-3,1,130,26369,25478
GAMMA,B,4,SKU-B-4,2,130,49904,25637
GAMMA,C,3,SKU-C-3,4,130,39172,21178
GAMMA,C,4,SKU-C-4,4,130,163567,35987
GAMMA,D,4,SKU-D-4,5,130,27277,8917
GAMMA,E,4,SKU-E-4,7,130,1927,796
GAMMA,F,3,SKU-F-3,7,130,8790,796
GAMMA,F,4,SKU-F-4,8,130,98455,71497
GAMMA,G,3,SKU-G-3,11,130,573,2070
GAMMA,G,4,SKU-G-4,10,130,7994,3185
GAMMA,H,3,SKU-H-3,10,130,7389,5255
GAMMA,H,4,SKU-H-4,10,130,37420,10669
GAMMA,I,3,SKU-I-3,14,130,510,637
GAMMA,I,4,SKU-I-4,14,130,12389,5573
GAMMA,J,3,SKU-J-3,12,130,939,1592
GAMMA,J,4,SKU-J-4,12,130,685,318
GAMMA,K,4,SKU-K-4,12,130,27803,17675
GAMMA,L,3,SKU-L-3,13,130,3583,3185
GAMMA,L,4,SKU-L-4,13,130,32436,12739
GAMMA,N,3,SKU-N-3,16,130,510,159
GAMMA,N,4,SKU-N-4,16,130,18248,8121
GAMMA,O,3,SKU-O-3,14,130,3694,93790
GAMMA,O,4,SKU-O-4,14,130,18344,3344
GAMMA,P,4,SKU-P-4,10,130,0,83599
GAMMA,Q,3,SKU-Q-3,14,130,1035,155255
GAMMA,Q,4,SKU-Q-4,14,130,20191,4140
GAMMA,R,4,SKU-R-4,15,130,1210,159
GAMMA,S,3,SKU-S-3,16,130,828,159
GAMMA,S,4,SKU-S-4,16,130,20207,5732
GAMMA,T,4,SKU-T-4,17,130,3854,1752
GAMMA,U,4,SKU-U-4,18,130,10605,8121
GAMMA,V,4,SKU-V-4,18,130,5892,1433
GAMMA,W,4,SKU-W-4,21,130,4873,3025
DELTA,A,3,SKU-A-3,1,130,398,318
DELTA,A,4,SKU-A-4,1,130,35032,14761
DELTA,B,3,SKU-B-3,1,130,1752,876
DELTA,B,4,SKU-B-4,2,130,50955,27357
DELTA,C,3,SKU-C-3,4,130,3344,1481
DELTA,C,4,SKU-C-4,4,130,152866,102659
DELTA,D,4,SKU-D-4,5,130,19745,10828
DELTA,E,3,SKU-E-3,7,130,637,159
DELTA,E,4,SKU-E-4,7,130,13057,7006
DELTA,F,3,SKU-F-3,7,130,5096,4777
DELTA,F,4,SKU-F-4,8,130,101911,56927
DELTA,G,3,SKU-G-3,11,130,637,318
DELTA,G,4,SKU-G-4,10,130,17197,3025
DELTA,H,3,SKU-H-3,10,130,2389,1433
DELTA,H,4,SKU-H-4,10,130,55732,39395
DELTA,I,3,SKU-I-3,14,130,478,159
DELTA,I,4,SKU-I-4,14,130,16242,6194
DELTA,J,3,SKU-J-3,12,130,15924,26672
DELTA,J,4,SKU-J-4,12,130,15924,1592
DELTA,K,3,SKU-K-3,12,130,57325,14490
DELTA,K,4,SKU-K-4,12,130,84395,49283
DELTA,L,3,SKU-L-3,13,130,1274,80
DELTA,L,4,SKU-L-4,13,130,52548,15271
DELTA,N,3,SKU-N-3,16,130,2229,207
DELTA,N,4,SKU-N-4,16,130,21656,10525
DELTA,O,4,SKU-O-4,14,130,25478,17182
DELTA,Q,3,SKU-Q-3,14,130,2548,637
DELTA,Q,4,SKU-Q-4,14,130,50955,27309
DELTA,R,4,SKU-R-4,15,130,6369,318
DELTA,S,3,SKU-S-3,16,130,2548,478
DELTA,S,4,SKU-S-4,16,130,35032,22516
DELTA,T,4,SKU-T-4,17,130,12102,7611
DELTA,U,4,SKU-U-4,18,130,20382,8965
DELTA,V,4,SKU-V-4,18,130,15605,5255
EPSILON,A,4,SKU-A-4,1,130,51911,33758
EPSILON,B,3,SKU-B-3,1,130,7229,9236
EPSILON,B,4,SKU-B-4,2,130,124713,55732
EPSILON,C,3,SKU-C-3,4,130,25892,4936
EPSILON,C,4,SKU-C-4,4,130,789252,129618
EPSILON,D,4,SKU-D-4,5,130,71895,21497
EPSILON,E,3,SKU-E-3,7,130,7325,637
EPSILON,E,4,SKU-E-4,7,130,13137,5255
EPSILON,F,3,SKU-F-3,7,130,54777,19904
EPSILON,F,4,SKU-F-4,8,130,501592,117357
EPSILON,G,3,SKU-G-3,11,130,717,159
EPSILON,G,4,SKU-G-4,10,130,45223,15605
EPSILON,H,3,SKU-H-3,10,130,7739,12261
EPSILON,H,4,SKU-H-4,10,130,216815,90446
EPSILON,I,4,SKU-I-4,14,130,50637,16720
EPSILON,J,3,SKU-J-3,12,130,3694,9076
EPSILON,K,3,SKU-K-3,12,130,71465,9873
EPSILON,K,4,SKU-K-4,12,130,194268,83439
EPSILON,L,3,SKU-L-3,13,130,7102,8439
EPSILON,L,4,SKU-L-4,13,130,264490,146497
EPSILON,N,3,SKU-N-3,16,130,7484,3025
EPSILON,N,4,SKU-N-4,16,130,67357,24841
EPSILON,O,3,SKU-O-3,14,130,7197,3822
EPSILON,O,4,SKU-O-4,14,130,96115,66720
EPSILON,Q,3,SKU-Q-3,14,130,26178,15446
EPSILON,Q,4,SKU-Q-4,14,130,317962,194745
EPSILON,R,4,SKU-R-4,15,130,22866,5096
EPSILON,S,3,SKU-S-3,16,130,16242,3822
EPSILON,S,4,SKU-S-4,16,130,131369,75796
EPSILON,T,3,SKU-T-3,17,130,2086,2070
EPSILON,T,4,SKU-T-4,17,130,20223,9395
EPSILON,U,3,SKU-U-3,17,130,37580,9713
EPSILON,U,4,SKU-U-4,18,130,78981,80573
EPSILON,V,4,SKU-V-4,18,130,27357,14331
EPSILON,W,4,SKU-W-4,21,130,152150,20382
ALPHA,A,4,SKU-A-4,1,131,18057,9873
ALPHA,B,3,SKU-B-3,1,131,382,1592
ALPHA,B,4,SKU-B-4,2,131,14618,478
ALPHA,C,3,SKU-C-3,4,131,748,4459
ALPHA,C,4,SKU-C-4,4,131,43121,19268
ALPHA,F,3,SKU-F-3,7,131,0,478
ALPHA,F,4,SKU-F-4,8,131,10382,28503
ALPHA,G,4,SKU-G-4,10,131,1847,159
ALPHA,H,4,SKU-H-4,10,131,7182,478
ALPHA,I,4,SKU-I-4,14,131,5605,637
ALPHA,K,4,SKU-K-4,12,131,11115,1592
ALPHA,L,4,SKU-L-4,13,131,4443,955
ALPHA,N,4,SKU-N-4,16,131,3121,7962
ALPHA,O,4,SKU-O-4,14,131,7150,3822
ALPHA,Q,4,SKU-Q-4,14,131,6401,7643
ALPHA,S,4,SKU-S-4,16,131,4299,796
ALPHA,U,4,SKU-U-4,18,131,3503,478
ALPHA,V,4,SKU-V-4,18,131,812,1274
BETA,A,4,SKU-A-4,1,131,1975,955
BETA,C,4,SKU-C-4,4,131,1975,637
BETA,D,4,SKU-D-4,5,131,732,318
BETA,F,4,SKU-F-4,8,131,796,1592
BETA,G,4,SKU-G-4,10,131,685,637
BETA,H,4,SKU-H-4,10,131,446,159
BETA,I,4,SKU-I-4,14,131,605,478
BETA,K,4,SKU-K-4,12,131,318,318
BETA,L,4,SKU-L-4,13,131,223,318
BETA,N,4,SKU-N-4,16,131,1306,478
BETA,O,4,SKU-O-4,14,131,255,159
BETA,Q,4,SKU-Q-4,14,131,111,478
BETA,S,4,SKU-S-4,16,131,1274,478
GAMMA,A,3,SKU-A-3,1,131,7962,6369
GAMMA,A,4,SKU-A-4,1,131,47962,12580
GAMMA,B,3,SKU-B-3,1,131,10000,796
GAMMA,B,4,SKU-B-4,2,131,49172,19586
GAMMA,C,3,SKU-C-3,4,131,32994,17675
GAMMA,C,4,SKU-C-4,4,131,178328,98567
GAMMA,D,4,SKU-D-4,5,131,27803,3981
GAMMA,E,4,SKU-E-4,7,131,5510,318
GAMMA,F,3,SKU-F-3,7,131,8774,4140
GAMMA,F,4,SKU-F-4,8,131,116895,48885
GAMMA,G,3,SKU-G-3,11,131,605,159
GAMMA,G,4,SKU-G-4,10,131,13758,2229
GAMMA,H,3,SKU-H-3,10,131,3646,478
GAMMA,H,4,SKU-H-4,10,131,54268,7006
GAMMA,I,4,SKU-I-4,14,131,6035,5414
GAMMA,K,3,SKU-K-3,12,131,6688,4140
GAMMA,K,4,SKU-K-4,12,131,47866,18631
GAMMA,L,3,SKU-L-3,13,131,876,478
GAMMA,L,4,SKU-L-4,13,131,23248,13057
GAMMA,N,4,SKU-N-4,16,131,12930,6688
GAMMA,O,3,SKU-O-3,14,131,68662,160828
GAMMA,O,4,SKU-O-4,14,131,17898,4299
GAMMA,P,4,SKU-P-4,10,131,78599,102707
GAMMA,Q,3,SKU-Q-3,14,131,51290,128981
GAMMA,Q,4,SKU-Q-4,14,131,29268,3822
GAMMA,R,4,SKU-R-4,15,131,2484,318
GAMMA,S,3,SKU-S-3,16,131,653,478
GAMMA,S,4,SKU-S-4,16,131,11783,10191
GAMMA,T,4,SKU-T-4,17,131,3790,796
GAMMA,U,3,SKU-U-3,17,131,796,159
GAMMA,U,4,SKU-U-4,18,131,10573,2389
GAMMA,V,4,SKU-V-4,18,131,6465,1911
GAMMA,W,4,SKU-W-4,21,131,6019,2707
DELTA,A,3,SKU-A-3,1,131,398,255
DELTA,A,4,SKU-A-4,1,131,10510,17596
DELTA,B,3,SKU-B-3,1,131,1433,3599
DELTA,B,4,SKU-B-4,2,131,20701,16529
DELTA,C,3,SKU-C-3,4,131,2866,1975
DELTA,C,4,SKU-C-4,4,131,210191,81178
DELTA,D,4,SKU-D-4,5,131,19745,4490
DELTA,E,3,SKU-E-3,7,131,637,80
DELTA,E,4,SKU-E-4,7,131,6529,955
DELTA,F,3,SKU-F-3,7,131,2548,3503
DELTA,F,4,SKU-F-4,8,131,114650,43264
DELTA,G,3,SKU-G-3,11,131,1274,191
DELTA,G,4,SKU-G-4,10,131,17834,5573
DELTA,H,4,SKU-H-4,10,131,55732,22102
DELTA,I,4,SKU-I-4,14,131,15287,10812
DELTA,J,4,SKU-J-4,12,131,7962,80
DELTA,K,3,SKU-K-3,12,131,25478,3344
DELTA,K,4,SKU-K-4,12,131,87580,30557
DELTA,L,3,SKU-L-3,13,131,1592,111
DELTA,L,4,SKU-L-4,13,131,47771,28981
DELTA,N,3,SKU-N-3,16,131,1911,318
DELTA,N,4,SKU-N-4,16,131,25159,4156
DELTA,O,4,SKU-O-4,14,131,25478,18631
DELTA,Q,3,SKU-Q-3,14,131,4777,1720
DELTA,Q,4,SKU-Q-4,14,131,46178,32691
DELTA,R,4,SKU-R-4,15,131,10191,3344
DELTA,S,4,SKU-S-4,16,131,44586,31720
DELTA,T,3,SKU-T-3,17,131,637,159
DELTA,T,4,SKU-T-4,17,131,5414,717
DELTA,U,4,SKU-U-4,18,131,19108,21290
DELTA,V,4,SKU-V-4,18,131,16879,11768
DELTA,W,4,SKU-W-4,21,131,12739,5860
EPSILON,A,4,SKU-A-4,1,131,77866,9713
EPSILON,B,3,SKU-B-3,1,131,15287,3025
EPSILON,B,4,SKU-B-4,2,131,90955,15924
EPSILON,C,3,SKU-C-3,4,131,12707,1592
EPSILON,C,4,SKU-C-4,4,131,758758,90446
EPSILON,D,4,SKU-D-4,5,131,73185,5414
EPSILON,E,3,SKU-E-3,7,131,1879,2548
EPSILON,E,4,SKU-E-4,7,131,15143,13854
EPSILON,F,3,SKU-F-3,7,131,40605,10828
EPSILON,F,4,SKU-F-4,8,131,388535,39650
EPSILON,G,4,SKU-G-4,10,131,28471,3185
EPSILON,H,3,SKU-H-3,10,131,2930,1274
EPSILON,H,4,SKU-H-4,10,131,157643,35828
EPSILON,I,4,SKU-I-4,14,131,32484,6847
EPSILON,J,3,SKU-J-3,12,131,2484,17197
EPSILON,K,3,SKU-K-3,12,131,34299,24204
EPSILON,K,4,SKU-K-4,12,131,87580,27866
EPSILON,L,3,SKU-L-3,13,131,2898,478
EPSILON,L,4,SKU-L-4,13,131,227707,28662
EPSILON,N,3,SKU-N-3,16,131,6369,1274
EPSILON,N,4,SKU-N-4,16,131,67357,21178
EPSILON,O,3,SKU-O-3,14,131,13137,6210
EPSILON,O,4,SKU-O-4,14,131,71274,10987
EPSILON,Q,3,SKU-Q-3,14,131,21656,7803
EPSILON,Q,4,SKU-Q-4,14,131,409634,97134
EPSILON,R,4,SKU-R-4,15,131,22420,5892
EPSILON,S,3,SKU-S-3,16,131,5382,478
EPSILON,S,4,SKU-S-4,16,131,54140,16561
EPSILON,T,3,SKU-T-3,17,131,5318,796
EPSILON,T,4,SKU-T-4,17,131,27070,5414
EPSILON,U,3,SKU-U-3,17,131,56465,11783
EPSILON,U,4,SKU-U-4,18,131,41975,5892
EPSILON,V,4,SKU-V-4,18,131,26433,28185
EPSILON,W,4,SKU-W-4,21,131,53662,5732
ALPHA,A,4,SKU-A-4,1,132,25510,3822
ALPHA,B,4,SKU-B-4,2,132,18089,2707
ALPHA,C,3,SKU-C-3,4,132,1146,637
ALPHA,C,4,SKU-C-4,4,132,42803,6529
ALPHA,D,4,SKU-D-4,5,132,1879,1752
ALPHA,F,3,SKU-F-3,7,132,0,159
ALPHA,F,4,SKU-F-4,8,132,30573,16720
ALPHA,H,4,SKU-H-4,10,132,21465,2229
ALPHA,I,4,SKU-I-4,14,132,5605,796
ALPHA,K,4,SKU-K-4,12,132,16624,4140
ALPHA,L,4,SKU-L-4,13,132,9650,1115
ALPHA,N,4,SKU-N-4,16,132,3089,637
ALPHA,O,4,SKU-O-4,14,132,5414,1274
ALPHA,Q,4,SKU-Q-4,14,132,6433,478
ALPHA,S,4,SKU-S-4,16,132,5478,1274
ALPHA,U,4,SKU-U-4,18,132,2118,159
ALPHA,V,4,SKU-V-4,18,132,828,159
ALPHA,W,4,SKU-W-4,21,132,589,796
BETA,A,4,SKU-A-4,1,132,2516,796
BETA,C,4,SKU-C-4,4,132,4427,2707
BETA,F,4,SKU-F-4,8,132,1242,1115
BETA,G,4,SKU-G-4,10,132,541,478
BETA,H,4,SKU-H-4,10,132,732,478
BETA,I,4,SKU-I-4,14,132,462,478
BETA,K,4,SKU-K-4,12,132,510,318
BETA,L,4,SKU-L-4,13,132,287,2070
BETA,N,4,SKU-N-4,16,132,1529,159
BETA,Q,4,SKU-Q-4,14,132,223,1433
BETA,S,4,SKU-S-4,16,132,541,478
GAMMA,A,3,SKU-A-3,1,132,7962,9554
GAMMA,A,4,SKU-A-4,1,132,68599,1911
GAMMA,B,3,SKU-B-3,1,132,9968,955
GAMMA,B,4,SKU-B-4,2,132,72803,3503
GAMMA,C,3,SKU-C-3,4,132,32930,5414
GAMMA,C,4,SKU-C-4,4,132,182197,30414
GAMMA,D,4,SKU-D-4,5,132,18376,4459
GAMMA,E,4,SKU-E-4,7,132,2086,318
GAMMA,F,4,SKU-F-4,8,132,118567,23567
GAMMA,G,4,SKU-G-4,10,132,9554,2548
GAMMA,H,4,SKU-H-4,10,132,107484,15127
GAMMA,I,4,SKU-I-4,14,132,12707,9713
GAMMA,J,3,SKU-J-3,12,132,2389,14809
GAMMA,J,4,SKU-J-4,12,132,525,159
GAMMA,K,3,SKU-K-3,12,132,17229,1911
GAMMA,K,4,SKU-K-4,12,132,50637,9873
GAMMA,L,4,SKU-L-4,13,132,24490,15605
GAMMA,N,4,SKU-N-4,16,132,25080,16242
GAMMA,O,3,SKU-O-3,14,132,129411,262739
GAMMA,O,4,SKU-O-4,14,132,18694,3503
GAMMA,P,4,SKU-P-4,10,132,262882,137898
GAMMA,Q,3,SKU-Q-3,14,132,80717,62102
GAMMA,Q,4,SKU-Q-4,14,132,30732,2070
GAMMA,R,4,SKU-R-4,15,132,1258,159
GAMMA,S,4,SKU-S-4,16,132,34634,3503
GAMMA,T,4,SKU-T-4,17,132,4522,2070
GAMMA,U,4,SKU-U-4,18,132,10764,2707
GAMMA,V,4,SKU-V-4,18,132,7293,7643
GAMMA,W,4,SKU-W-4,21,132,3057,1274
DELTA,A,4,SKU-A-4,1,132,21656,17054
DELTA,B,3,SKU-B-3,1,132,1433,4092
DELTA,B,4,SKU-B-4,2,132,39809,19936
DELTA,C,3,SKU-C-3,4,132,2070,23217
DELTA,C,4,SKU-C-4,4,132,140127,103360
DELTA,D,4,SKU-D-4,5,132,19745,13408
DELTA,E,4,SKU-E-4,7,132,13057,4825
DELTA,F,3,SKU-F-3,7,132,2866,478
DELTA,F,4,SKU-F-4,8,132,108280,48169
DELTA,G,3,SKU-G-3,11,132,478,48
DELTA,G,4,SKU-G-4,10,132,15924,6576
DELTA,H,4,SKU-H-4,10,132,54140,33408
DELTA,I,4,SKU-I-4,14,132,7643,8774
DELTA,J,3,SKU-J-3,12,132,11943,11927
DELTA,J,4,SKU-J-4,12,132,7803,1417
DELTA,K,3,SKU-K-3,12,132,11146,525
DELTA,K,4,SKU-K-4,12,132,87580,55080
DELTA,L,3,SKU-L-3,13,132,796,637
DELTA,L,4,SKU-L-4,13,132,47771,17373
DELTA,N,3,SKU-N-3,16,132,796,159
DELTA,N,4,SKU-N-4,16,132,17516,14634
DELTA,O,4,SKU-O-4,14,132,23885,13169
DELTA,Q,3,SKU-Q-3,14,132,1592,1704
DELTA,Q,4,SKU-Q-4,14,132,44586,69952
DELTA,R,4,SKU-R-4,15,132,5096,4140
DELTA,S,3,SKU-S-3,16,132,6210,1561
DELTA,S,4,SKU-S-4,16,132,39809,26943
DELTA,T,4,SKU-T-4,17,132,10828,6417
DELTA,U,3,SKU-U-3,17,132,637,159
DELTA,U,4,SKU-U-4,18,132,19745,14331
DELTA,V,4,SKU-V-4,18,132,12739,8424
DELTA,W,4,SKU-W-4,21,132,13376,7038
EPSILON,A,3,SKU-A-3,1,132,669,318
EPSILON,A,4,SKU-A-4,1,132,51911,21019
EPSILON,B,3,SKU-B-3,1,132,10191,1115
EPSILON,B,4,SKU-B-4,2,132,60318,13376
EPSILON,C,3,SKU-C-3,4,132,25414,9236
EPSILON,C,4,SKU-C-4,4,132,742834,59395
EPSILON,D,4,SKU-D-4,5,132,97580,21497
EPSILON,E,3,SKU-E-3,7,132,1959,1911
EPSILON,E,4,SKU-E-4,7,132,15143,9076
EPSILON,F,3,SKU-F-3,7,132,38694,15764
EPSILON,F,4,SKU-F-4,8,132,378981,23885
EPSILON,G,3,SKU-G-3,11,132,1401,159
EPSILON,G,4,SKU-G-4,10,132,40796,8439
EPSILON,H,3,SKU-H-3,10,132,5860,1911
EPSILON,H,4,SKU-H-4,10,132,189490,49045
EPSILON,I,4,SKU-I-4,14,132,77707,13535
EPSILON,J,3,SKU-J-3,12,132,2484,10669
EPSILON,J,4,SKU-J-4,12,132,9841,1433
EPSILON,K,3,SKU-K-3,12,132,34299,22771
EPSILON,K,4,SKU-K-4,12,132,175159,31688
EPSILON,L,3,SKU-L-3,13,132,3344,11624
EPSILON,L,4,SKU-L-4,13,132,284634,39650
EPSILON,N,3,SKU-N-3,16,132,6401,2389
EPSILON,N,4,SKU-N-4,16,132,86624,15127
EPSILON,O,3,SKU-O-3,14,132,8758,7325
EPSILON,O,4,SKU-O-4,14,132,71274,6369
EPSILON,Q,3,SKU-Q-3,14,132,32484,17197
EPSILON,Q,4,SKU-Q-4,14,132,363137,114013
EPSILON,R,4,SKU-R-4,15,132,33631,9395
EPSILON,S,3,SKU-S-3,16,132,5382,1592
EPSILON,S,4,SKU-S-4,16,132,143312,45541
EPSILON,T,3,SKU-T-3,17,132,10637,6688
EPSILON,T,4,SKU-T-4,17,132,41083,9873
EPSILON,U,3,SKU-U-3,17,132,82293,5096
EPSILON,U,4,SKU-U-4,18,132,20908,32803
EPSILON,V,4,SKU-V-4,18,132,26433,11624
EPSILON,W,4,SKU-W-4,21,132,102468,25478
ALPHA,A,4,SKU-A-4,1,133,53439,12739
ALPHA,B,3,SKU-B-3,1,133,732,318
ALPHA,B,4,SKU-B-4,2,133,19443,16242
ALPHA,C,3,SKU-C-3,4,133,1083,8439
ALPHA,C,4,SKU-C-4,4,133,52420,46975
ALPHA,D,4,SKU-D-4,5,133,1959,1115
ALPHA,E,4,SKU-E-4,7,133,1290,159
ALPHA,F,4,SKU-F-4,8,133,15366,41720
ALPHA,G,4,SKU-G-4,10,133,3949,637
ALPHA,H,4,SKU-H-4,10,133,22134,4936
ALPHA,I,4,SKU-I-4,14,133,2946,1752
ALPHA,K,4,SKU-K-4,12,133,16943,14490
ALPHA,L,4,SKU-L-4,13,133,10127,4459
ALPHA,O,4,SKU-O-4,14,133,5828,21815
ALPHA,Q,4,SKU-Q-4,14,133,6338,1752
ALPHA,S,4,SKU-S-4,16,133,5382,4299
ALPHA,U,4,SKU-U-4,18,133,2086,796
ALPHA,V,4,SKU-V-4,18,133,812,159
ALPHA,W,4,SKU-W-4,21,133,701,1115
BETA,A,4,SKU-A-4,1,133,398,318
BETA,C,4,SKU-C-4,4,133,2229,1274
BETA,F,4,SKU-F-4,8,133,446,1752
BETA,G,4,SKU-G-4,10,133,669,955
BETA,I,4,SKU-I-4,14,133,271,318
BETA,L,4,SKU-L-4,13,133,127,478
BETA,N,4,SKU-N-4,16,133,892,159
BETA,O,4,SKU-O-4,14,133,127,159
BETA,S,4,SKU-S-4,16,133,271,318
GAMMA,A,3,SKU-A-3,1,133,30255,637
GAMMA,A,4,SKU-A-4,1,133,37611,7643
GAMMA,B,4,SKU-B-4,2,133,47070,9076
GAMMA,C,3,SKU-C-3,4,133,25764,4140
GAMMA,C,4,SKU-C-4,4,133,161561,47134
GAMMA,D,4,SKU-D-4,5,133,16752,7166
GAMMA,F,4,SKU-F-4,8,133,111401,28662
GAMMA,G,3,SKU-G-3,11,133,955,3025
GAMMA,G,4,SKU-G-4,10,133,8567,2866
GAMMA,H,3,SKU-H-3,10,133,3646,796
GAMMA,H,4,SKU-H-4,10,133,154252,17038
GAMMA,I,4,SKU-I-4,14,133,17436,2070
GAMMA,J,3,SKU-J-3,12,133,2452,318
GAMMA,K,4,SKU-K-4,12,133,37309,10032
GAMMA,L,3,SKU-L-3,13,133,11067,478
GAMMA,L,4,SKU-L-4,13,133,22675,7962
GAMMA,N,4,SKU-N-4,16,133,12134,1433
GAMMA,O,3,SKU-O-3,14,133,129427,381369
GAMMA,O,4,SKU-O-4,14,133,24841,5573
GAMMA,P,4,SKU-P-4,10,133,262882,38217
GAMMA,Q,3,SKU-Q-3,14,133,161529,197771
GAMMA,Q,4,SKU-Q-4,14,133,25510,11943
GAMMA,R,4,SKU-R-4,15,133,2261,955
GAMMA,S,3,SKU-S-3,16,133,605,159
GAMMA,S,4,SKU-S-4,16,133,20605,12102
GAMMA,T,4,SKU-T-4,17,133,3344,955
GAMMA,U,4,SKU-U-4,18,133,7548,7803
GAMMA,V,4,SKU-V-4,18,133,6306,1911
GAMMA,W,4,SKU-W-4,21,133,5096,2389
DELTA,A,4,SKU-A-4,1,133,23885,28567
DELTA,B,3,SKU-B-3,1,133,955,318
DELTA,B,4,SKU-B-4,2,133,44586,27357
DELTA,C,4,SKU-C-4,4,133,234076,155239
DELTA,D,4,SKU-D-4,5,133,19745,10939
DELTA,E,4,SKU-E-4,7,133,13057,3344
DELTA,F,3,SKU-F-3,7,133,3344,1608
DELTA,F,4,SKU-F-4,8,133,108280,93646
DELTA,G,3,SKU-G-3,11,133,637,32
DELTA,G,4,SKU-G-4,10,133,15924,10987
DELTA,H,4,SKU-H-4,10,133,55732,40494
DELTA,I,3,SKU-I-3,14,133,637,32
DELTA,I,4,SKU-I-4,14,133,15287,3201
DELTA,J,3,SKU-J-3,12,133,11943,18997
DELTA,J,4,SKU-J-4,12,133,7643,2898
DELTA,K,3,SKU-K-3,12,133,22293,828
DELTA,K,4,SKU-K-4,12,133,49363,56561
DELTA,L,3,SKU-L-3,13,133,1274,669
DELTA,L,4,SKU-L-4,13,133,47771,45016
DELTA,N,3,SKU-N-3,16,133,1115,557
DELTA,N,4,SKU-N-4,16,133,19108,15573
DELTA,O,3,SKU-O-3,14,133,955,1592
DELTA,O,4,SKU-O-4,14,133,23885,22213
DELTA,Q,3,SKU-Q-3,14,133,1911,1831
DELTA,Q,4,SKU-Q-4,14,133,41401,13041
DELTA,R,4,SKU-R-4,15,133,10191,1433
DELTA,S,3,SKU-S-3,16,133,1911,1385
DELTA,S,4,SKU-S-4,16,133,41401,24076
DELTA,T,3,SKU-T-3,17,133,955,382
DELTA,T,4,SKU-T-4,17,133,10828,5032
DELTA,U,3,SKU-U-3,17,133,1274,239
DELTA,U,4,SKU-U-4,18,133,19108,15764
DELTA,V,4,SKU-V-4,18,133,11783,9809
DELTA,W,4,SKU-W-4,21,133,12739,7150
EPSILON,A,3,SKU-A-3,1,133,669,318
EPSILON,A,4,SKU-A-4,1,133,82643,30573
EPSILON,B,3,SKU-B-3,1,133,10191,5096
EPSILON,B,4,SKU-B-4,2,133,60637,22452
EPSILON,C,3,SKU-C-3,4,133,12707,2707
EPSILON,C,4,SKU-C-4,4,133,594268,190287
EPSILON,D,4,SKU-D-4,5,133,73185,17994
EPSILON,E,4,SKU-E-4,7,133,6640,8917
EPSILON,F,3,SKU-F-3,7,133,38694,17834
EPSILON,F,4,SKU-F-4,8,133,473726,73248
EPSILON,G,4,SKU-G-4,10,133,50350,4459
EPSILON,H,3,SKU-H-3,10,133,2930,3662
EPSILON,H,4,SKU-H-4,10,133,194268,96338
EPSILON,I,4,SKU-I-4,14,133,80255,29777
EPSILON,J,3,SKU-J-3,12,133,2484,17834
EPSILON,J,4,SKU-J-4,12,133,8248,3025
EPSILON,K,3,SKU-K-3,12,133,34299,49045
EPSILON,K,4,SKU-K-4,12,133,131369,79936
EPSILON,L,3,SKU-L-3,13,133,3344,1115
EPSILON,L,4,SKU-L-4,13,133,227707,59395
EPSILON,N,3,SKU-N-3,16,133,6401,5096
EPSILON,N,4,SKU-N-4,16,133,64968,55255
EPSILON,O,3,SKU-O-3,14,133,8758,3662
EPSILON,O,4,SKU-O-4,14,133,106911,27070
EPSILON,Q,3,SKU-Q-3,14,133,32484,4299
EPSILON,Q,4,SKU-Q-4,14,133,217882,71815
