Distribution Center,Product Offering,Generation,SKU,ASP Group,Week,Forecasted Demand,Customer Orders
GAMMA,K,2,SKU-K-2,11,6,31783,14013
GAMMA,L,2,SKU-L-2,12,6,10096,4459
GAMMA,M,2,SKU-M-2,13,6,9618,9713
GAMMA,N,2,SKU-N-2,14,6,7134,3185
GAMMA,O,2,SKU-O-2,14,6,9236,9076
GAMMA,Q,1,SKU-Q-1,14,6,96,318
GAMMA,Q,2,SKU-Q-2,14,6,8790,5573
GAMMA,S,2,SKU-S-2,15,6,16210,9554
DELTA,A,2,SKU-A-2,1,6,36210,7962
DELTA,B,1,SKU-B-1,1,6,589,159
DELTA,B,2,SKU-B-2,1,6,109873,17197
DELTA,C,1,SKU-C-1,3,6,11274,1497
DELTA,C,2,SKU-C-2,4,6,230732,45223
DELTA,E,2,SKU-E-2,7,6,17389,7548
DELTA,F,1,SKU-F-1,6,6,7102,1115
DELTA,F,2,SKU-F-2,7,6,107054,32006
DELTA,G,2,SKU-G-2,10,6,2070,717
DELTA,H,2,SKU-H-2,9,6,82643,43312
DELTA,I,2,SKU-I-2,10,6,44268,8439
DELTA,J,2,SKU-J-2,11,6,11704,2898
DELTA,K,2,SKU-K-2,11,6,145414,30732
DELTA,L,2,SKU-L-2,12,6,47436,37898
DELTA,M,2,SKU-M-2,13,6,46943,7325
DELTA,N,2,SKU-N-2,14,6,19268,10987
DELTA,O,1,SKU-O-1,14,6,764,318
DELTA,O,2,SKU-O-2,14,6,124968,30414
DELTA,Q,1,SKU-Q-1,14,6,1592,573
DELTA,Q,2,SKU-Q-2,14,6,53694,6688
DELTA,S,2,SKU-S-2,15,6,59092,11624
EPSILON,A,2,SKU-A-2,1,6,71258,9395
EPSILON,B,1,SKU-B-1,1,6,669,318
EPSILON,B,2,SKU-B-2,1,6,486688,54140
EPSILON,C,1,SKU-C-1,3,6,148806,36306
EPSILON,C,2,SKU-C-2,4,6,704331,48885
EPSILON,E,2,SKU-E-2,7,6,92484,36624
EPSILON,F,1,SKU-F-1,6,6,15159,1592
EPSILON,F,2,SKU-F-2,7,6,387898,67994
EPSILON,G,2,SKU-G-2,10,6,6752,637
EPSILON,H,1,SKU-H-1,9,6,5621,159
EPSILON,H,2,SKU-H-2,9,6,783264,149045
EPSILON,I,2,SKU-I-2,10,6,174204,25318
EPSILON,J,2,SKU-J-2,11,6,13185,11783
EPSILON,K,1,SKU-K-1,10,6,16529,796
EPSILON,K,2,SKU-K-2,11,6,398487,30096
EPSILON,L,2,SKU-L-2,12,6,391799,86783
EPSILON,M,1,SKU-M-1,13,6,3774,7962
EPSILON,M,2,SKU-M-2,13,6,102229,26274
EPSILON,N,2,SKU-N-2,14,6,64204,22611
EPSILON,O,1,SKU-O-1,14,6,26688,4299
EPSILON,O,2,SKU-O-2,14,6,458599,147611
EPSILON,Q,1,SKU-Q-1,14,6,7548,2229
EPSILON,Q,2,SKU-Q-2,14,6,289252,76592
EPSILON,S,2,SKU-S-2,15,6,425637,60350
ALPHA,A,2,SKU-A-2,1,7,7166,8917
ALPHA,B,2,SKU-B-2,1,7,20064,40287
ALPHA,C,1,SKU-C-1,3,7,3981,2866
ALPHA,C,2,SKU-C-2,4,7,82707,16879
ALPHA,E,2,SKU-E-2,7,7,159,3025
ALPHA,F,1,SKU-F-1,6,7,33121,12898
ALPHA,F,2,SKU-F-2,7,7,16768,3822
ALPHA,H,1,SKU-H-1,9,7,318,318
ALPHA,H,2,SKU-H-2,9,7,14809,10510
ALPHA,I,2,SKU-I-2,10,7,2707,4936
ALPHA,K,1,SKU-K-1,10,7,13057,5096
ALPHA,K,2,SKU-K-2,11,7,14936,12102
ALPHA,L,2,SKU-L-2,12,7,4777,2866
ALPHA,M,2,SKU-M-2,13,7,1911,3025
ALPHA,N,2,SKU-N-2,14,7,318,637
ALPHA,O,1,SKU-O-1,14,7,5096,4777
ALPHA,O,2,SKU-O-2,14,7,21338,34395
ALPHA,S,2,SKU-S-2,15,7,7611,4777
BETA,O,2,SKU-O-2,14,7,1115,159
BETA,Q,2,SKU-Q-2,14,7,159,796
GAMMA,A,2,SKU-A-2,1,7,25987,13217
GAMMA,B,2,SKU-B-2,1,7,72580,48567
GAMMA,C,1,SKU-C-1,3,7,5287,1911
GAMMA,C,2,SKU-C-2,4,7,103408,29299
GAMMA,E,2,SKU-E-2,7,7,10573,5573
GAMMA,F,1,SKU-F-1,6,7,1576,1274
GAMMA,F,2,SKU-F-2,7,7,44490,27389
GAMMA,G,2,SKU-G-2,10,7,1083,796
GAMMA,H,2,SKU-H-2,9,7,46783,37261
GAMMA,I,2,SKU-I-2,10,7,14204,2389
GAMMA,K,2,SKU-K-2,11,7,41146,21656
GAMMA,L,2,SKU-L-2,12,7,24777,10350
GAMMA,M,2,SKU-M-2,13,7,10287,5096
GAMMA,N,2,SKU-N-2,14,7,9331,7643
GAMMA,O,2,SKU-O-2,14,7,17516,9554
GAMMA,Q,2,SKU-Q-2,14,7,15924,2866
GAMMA,S,2,SKU-S-2,15,7,21943,17675
DELTA,A,2,SKU-A-2,1,7,38073,8280
DELTA,B,2,SKU-B-2,1,7,116131,34236
DELTA,C,1,SKU-C-1,3,7,11561,3981
DELTA,C,2,SKU-C-2,4,7,242102,71815
DELTA,E,2,SKU-E-2,7,7,23057,3662
DELTA,F,1,SKU-F-1,6,7,14570,6911
DELTA,F,2,SKU-F-2,7,7,109682,17516
DELTA,G,2,SKU-G-2,10,7,2070,796
DELTA,H,2,SKU-H-2,9,7,128694,35987
DELTA,I,2,SKU-I-2,10,7,33153,7484
DELTA,J,2,SKU-J-2,11,7,7994,1911
DELTA,K,1,SKU-K-1,10,7,2914,318
DELTA,K,2,SKU-K-2,11,7,96911,12420
DELTA,L,1,SKU-L-1,12,7,2197,318
DELTA,L,2,SKU-L-2,12,7,31975,27229
DELTA,M,2,SKU-M-2,13,7,23758,5573
DELTA,N,2,SKU-N-2,14,7,9602,1433
DELTA,O,2,SKU-O-2,14,7,146624,34554
DELTA,Q,1,SKU-Q-1,14,7,3471,573
DELTA,Q,2,SKU-Q-2,14,7,64108,11465
DELTA,S,2,SKU-S-2,15,7,60000,17675
EPSILON,A,2,SKU-A-2,1,7,34873,1911
EPSILON,B,1,SKU-B-1,1,7,796,478
EPSILON,B,2,SKU-B-2,1,7,434809,71497
EPSILON,C,1,SKU-C-1,3,7,145987,19108
EPSILON,C,2,SKU-C-2,4,7,680924,82962
EPSILON,E,2,SKU-E-2,7,7,51592,15127
EPSILON,F,1,SKU-F-1,6,7,21624,796
EPSILON,F,2,SKU-F-2,7,7,395732,32643
EPSILON,G,2,SKU-G-2,10,7,2898,5096
EPSILON,H,1,SKU-H-1,9,7,5796,159
EPSILON,H,2,SKU-H-2,9,7,648057,68790
EPSILON,I,2,SKU-I-2,10,7,155653,28185
EPSILON,J,2,SKU-J-2,11,7,4204,3185
EPSILON,K,1,SKU-K-1,10,7,12866,2389
EPSILON,K,2,SKU-K-2,11,7,437102,35510
EPSILON,L,2,SKU-L-2,12,7,320446,47930
EPSILON,M,1,SKU-M-1,13,7,6656,1274
EPSILON,M,2,SKU-M-2,13,7,136306,22930
EPSILON,N,2,SKU-N-2,14,7,54697,8280
EPSILON,O,1,SKU-O-1,14,7,9904,318
EPSILON,O,2,SKU-O-2,14,7,557389,91401
EPSILON,Q,1,SKU-Q-1,14,7,6975,1115
EPSILON,Q,2,SKU-Q-2,14,7,289650,21338
EPSILON,S,2,SKU-S-2,15,7,385430,51115
ALPHA,A,2,SKU-A-2,1,8,8439,5096
ALPHA,B,2,SKU-B-2,1,8,47771,27548
ALPHA,C,1,SKU-C-1,3,8,5573,2548
ALPHA,C,2,SKU-C-2,4,8,85000,33439
ALPHA,E,2,SKU-E-2,7,8,1274,4618
ALPHA,F,1,SKU-F-1,6,8,35987,19586
ALPHA,F,2,SKU-F-2,7,8,25143,17357
ALPHA,G,2,SKU-G-2,10,8,318,318
ALPHA,H,2,SKU-H-2,9,8,39968,33280
ALPHA,I,2,SKU-I-2,10,8,3662,5573
ALPHA,K,2,SKU-K-2,11,8,27707,8599
ALPHA,L,2,SKU-L-2,12,8,10955,2389
ALPHA,M,2,SKU-M-2,13,8,7484,4459
ALPHA,N,2,SKU-N-2,14,8,637,318
ALPHA,O,1,SKU-O-1,14,8,3503,3185
ALPHA,O,2,SKU-O-2,14,8,69029,19745
ALPHA,Q,2,SKU-Q-2,14,8,17516,1592
ALPHA,S,2,SKU-S-2,15,8,15207,3822
BETA,B,2,SKU-B-2,1,8,478,318
BETA,C,2,SKU-C-2,4,8,637,478
BETA,H,2,SKU-H-2,9,8,955,318
BETA,I,2,SKU-I-2,10,8,318,478
BETA,K,2,SKU-K-2,11,8,1115,318
BETA,O,2,SKU-O-2,14,8,1115,955
BETA,Q,2,SKU-Q-2,14,8,159,318
BETA,S,2,SKU-S-2,15,8,478,2229
GAMMA,A,2,SKU-A-2,1,8,25605,7643
GAMMA,B,2,SKU-B-2,1,8,68280,27866
GAMMA,C,1,SKU-C-1,3,8,10223,11783
GAMMA,C,2,SKU-C-2,4,8,97484,120048
GAMMA,E,2,SKU-E-2,7,8,8758,50478
GAMMA,F,2,SKU-F-2,7,8,41338,76624
GAMMA,G,2,SKU-G-2,10,8,1433,955
GAMMA,H,2,SKU-H-2,9,8,41656,45064
GAMMA,I,2,SKU-I-2,10,8,12643,14809
GAMMA,K,2,SKU-K-2,11,8,35478,10987
GAMMA,L,2,SKU-L-2,12,8,19299,5096
GAMMA,M,2,SKU-M-2,13,8,8439,7484
GAMMA,N,2,SKU-N-2,14,8,8535,5573
GAMMA,O,2,SKU-O-2,14,8,17516,12898
GAMMA,Q,2,SKU-Q-2,14,8,14045,15764
GAMMA,S,2,SKU-S-2,15,8,18726,15446
DELTA,A,2,SKU-A-2,1,8,34156,12580
DELTA,B,2,SKU-B-2,1,8,111783,36465
DELTA,C,1,SKU-C-1,3,8,34156,15127
DELTA,C,2,SKU-C-2,4,8,315287,78185
DELTA,E,2,SKU-E-2,7,8,10955,11799
DELTA,F,1,SKU-F-1,6,8,9236,3232
DELTA,F,2,SKU-F-2,7,8,103662,33121
DELTA,G,2,SKU-G-2,10,8,1433,398
DELTA,H,1,SKU-H-1,9,8,605,478
DELTA,H,2,SKU-H-2,9,8,163057,31847
DELTA,I,2,SKU-I-2,10,8,33917,10350
DELTA,J,2,SKU-J-2,11,8,3949,4459
DELTA,K,2,SKU-K-2,11,8,140446,51911
DELTA,L,1,SKU-L-1,12,8,1513,159
DELTA,L,2,SKU-L-2,12,8,70653,13535
DELTA,M,2,SKU-M-2,13,8,40605,19586
DELTA,N,2,SKU-N-2,14,8,30191,4920
DELTA,O,2,SKU-O-2,14,8,171975,55096
DELTA,Q,1,SKU-Q-1,14,8,2357,478
DELTA,Q,2,SKU-Q-2,14,8,80764,19427
DELTA,S,2,SKU-S-2,15,8,50637,25318
EPSILON,A,2,SKU-A-2,1,8,48408,10669
EPSILON,B,1,SKU-B-1,1,8,796,318
EPSILON,B,2,SKU-B-2,1,8,539156,69427
EPSILON,C,1,SKU-C-1,3,8,126640,20223
EPSILON,C,2,SKU-C-2,4,8,597293,78981
EPSILON,E,2,SKU-E-2,7,8,50637,23567
EPSILON,F,1,SKU-F-1,6,8,52166,29936
EPSILON,F,2,SKU-F-2,7,8,343869,29618
EPSILON,G,2,SKU-G-2,10,8,6051,796
EPSILON,H,1,SKU-H-1,9,8,13567,637
EPSILON,H,2,SKU-H-2,9,8,583567,67038
EPSILON,I,2,SKU-I-2,10,8,165127,26592
EPSILON,J,2,SKU-J-2,11,8,14283,7803
EPSILON,K,1,SKU-K-1,10,8,26131,1433
EPSILON,K,2,SKU-K-2,11,8,382166,22134
EPSILON,L,1,SKU-L-1,12,8,6369,955
EPSILON,L,2,SKU-L-2,12,8,338503,147930
EPSILON,M,2,SKU-M-2,13,8,232643,28185
EPSILON,N,2,SKU-N-2,14,8,74713,9554
EPSILON,O,2,SKU-O-2,14,8,580892,54459
EPSILON,Q,1,SKU-Q-1,14,8,10637,1274
EPSILON,Q,2,SKU-Q-2,14,8,320701,41083
EPSILON,S,2,SKU-S-2,15,8,486592,36783
ALPHA,A,2,SKU-A-2,1,9,16306,2070
ALPHA,B,2,SKU-B-2,1,9,52022,61624
ALPHA,C,1,SKU-C-1,3,9,8869,4777
ALPHA,C,2,SKU-C-2,4,9,68854,81688
ALPHA,E,2,SKU-E-2,7,9,748,478
ALPHA,F,1,SKU-F-1,6,9,36624,3344
ALPHA,F,2,SKU-F-2,7,9,16354,46497
ALPHA,G,2,SKU-G-2,10,9,159,318
ALPHA,H,1,SKU-H-1,9,9,1433,159
ALPHA,H,2,SKU-H-2,9,9,21465,18949
ALPHA,I,2,SKU-I-2,10,9,2229,1274
ALPHA,J,2,SKU-J-2,11,9,111,159
ALPHA,K,1,SKU-K-1,10,9,5096,5573
ALPHA,K,2,SKU-K-2,11,9,15048,29299
ALPHA,L,2,SKU-L-2,12,9,9076,7166
ALPHA,M,2,SKU-M-2,13,9,525,5732
ALPHA,N,2,SKU-N-2,14,9,1799,796
ALPHA,O,1,SKU-O-1,14,9,3981,3185
ALPHA,O,2,SKU-O-2,14,9,23105,25637
ALPHA,Q,1,SKU-Q-1,14,9,637,159
ALPHA,Q,2,SKU-Q-2,14,9,11672,10510
ALPHA,S,2,SKU-S-2,15,9,8169,7325
BETA,B,2,SKU-B-2,1,9,637,478
BETA,C,2,SKU-C-2,4,9,955,318
BETA,H,2,SKU-H-2,9,9,1274,637
BETA,I,2,SKU-I-2,10,9,318,637
BETA,K,2,SKU-K-2,11,9,1592,1911
BETA,O,2,SKU-O-2,14,9,1115,478
BETA,Q,2,SKU-Q-2,14,9,478,1752
BETA,S,2,SKU-S-2,15,9,478,318
GAMMA,A,2,SKU-A-2,1,9,26274,20860
GAMMA,B,2,SKU-B-2,1,9,73662,61465
GAMMA,C,1,SKU-C-1,3,9,5382,3185
GAMMA,C,2,SKU-C-2,4,9,102962,26911
GAMMA,E,2,SKU-E-2,7,9,9968,15446
GAMMA,F,1,SKU-F-1,6,9,1545,637
GAMMA,F,2,SKU-F-2,7,9,44904,34236
GAMMA,G,2,SKU-G-2,10,9,1656,796
GAMMA,H,2,SKU-H-2,9,9,44936,25478
GAMMA,I,2,SKU-I-2,10,9,14013,7643
GAMMA,J,2,SKU-J-2,11,9,1322,637
GAMMA,K,2,SKU-K-2,11,9,36815,29618
GAMMA,L,2,SKU-L-2,12,9,21433,7006
GAMMA,M,2,SKU-M-2,13,9,10096,6847
GAMMA,N,2,SKU-N-2,14,9,10159,8121
GAMMA,O,1,SKU-O-1,14,9,127,96
GAMMA,O,2,SKU-O-2,14,9,27261,16720
GAMMA,Q,2,SKU-Q-2,14,9,14809,7006
GAMMA,S,2,SKU-S-2,15,9,21306,24522
DELTA,A,2,SKU-A-2,1,9,34873,11067
DELTA,B,1,SKU-B-1,1,9,525,637
DELTA,B,2,SKU-B-2,1,9,114889,53025
DELTA,C,1,SKU-C-1,3,9,17245,4140
DELTA,C,2,SKU-C-2,4,9,334459,70382
DELTA,E,2,SKU-E-2,7,9,6067,6847
DELTA,F,1,SKU-F-1,6,9,6115,2548
DELTA,F,2,SKU-F-2,7,9,120860,35510
DELTA,G,2,SKU-G-2,10,9,2627,2548
DELTA,H,2,SKU-H-2,9,9,131369,65685
DELTA,I,2,SKU-I-2,10,9,44857,12102
DELTA,J,2,SKU-J-2,11,9,10462,1752
DELTA,K,2,SKU-K-2,11,9,148376,25318
DELTA,L,1,SKU-L-1,12,9,2420,239
DELTA,L,2,SKU-L-2,12,9,81736,26433
DELTA,M,1,SKU-M-1,13,9,1656,271
DELTA,M,2,SKU-M-2,13,9,58089,21178
DELTA,N,2,SKU-N-2,14,9,33439,7978
DELTA,O,1,SKU-O-1,14,9,924,318
DELTA,O,2,SKU-O-2,14,9,173885,32962
DELTA,Q,1,SKU-Q-1,14,9,1051,478
DELTA,Q,2,SKU-Q-2,14,9,92994,21497
DELTA,S,2,SKU-S-2,15,9,49013,39172
EPSILON,A,2,SKU-A-2,1,9,58121,10828
EPSILON,B,2,SKU-B-2,1,9,481752,141242
EPSILON,C,1,SKU-C-1,3,9,94108,4936
EPSILON,C,2,SKU-C-2,4,9,651879,171497
EPSILON,E,2,SKU-E-2,7,9,60908,52866
EPSILON,F,1,SKU-F-1,6,9,29761,6210
EPSILON,F,2,SKU-F-2,7,9,328185,80255
EPSILON,G,2,SKU-G-2,10,9,5828,10510
EPSILON,H,1,SKU-H-1,9,9,3822,1115
EPSILON,H,2,SKU-H-2,9,9,649395,82325
EPSILON,I,2,SKU-I-2,10,9,132166,26752
EPSILON,J,2,SKU-J-2,11,9,8217,1911
EPSILON,K,1,SKU-K-1,10,9,8599,13694
EPSILON,K,2,SKU-K-2,11,9,394968,34395
EPSILON,L,2,SKU-L-2,12,9,362102,82643
EPSILON,M,2,SKU-M-2,13,9,144745,24841
EPSILON,N,2,SKU-N-2,14,9,89650,14490
EPSILON,O,1,SKU-O-1,14,9,1115,9873
EPSILON,O,2,SKU-O-2,14,9,455971,88376
EPSILON,Q,2,SKU-Q-2,14,9,200637,62420
EPSILON,S,2,SKU-S-2,15,9,337500,60350
ALPHA,A,2,SKU-A-2,1,10,9729,20223
ALPHA,B,2,SKU-B-2,1,10,22420,49682
ALPHA,C,1,SKU-C-1,3,10,3662,1433
ALPHA,C,2,SKU-C-2,4,10,45111,38057
ALPHA,E,2,SKU-E-2,7,10,637,1115
ALPHA,F,1,SKU-F-1,6,10,16242,23885
ALPHA,F,2,SKU-F-2,7,10,14538,19904
ALPHA,G,2,SKU-G-2,10,10,271,637
ALPHA,H,2,SKU-H-2,9,10,16242,36783
ALPHA,I,2,SKU-I-2,10,10,2150,3025
ALPHA,K,1,SKU-K-1,10,10,9554,8280
ALPHA,K,2,SKU-K-2,11,10,14045,15605
ALPHA,L,2,SKU-L-2,12,10,5748,7325
ALPHA,M,2,SKU-M-2,13,10,3073,6688
ALPHA,N,2,SKU-N-2,14,10,844,1592
ALPHA,O,1,SKU-O-1,14,10,6369,5892
ALPHA,O,2,SKU-O-2,14,10,12293,19904
ALPHA,Q,2,SKU-Q-2,14,10,8806,5892
ALPHA,S,2,SKU-S-2,15,10,5621,4936
BETA,C,2,SKU-C-2,4,10,796,159
BETA,H,2,SKU-H-2,9,10,1115,318
BETA,I,2,SKU-I-2,10,10,0,478
BETA,K,2,SKU-K-2,11,10,1433,478
BETA,O,2,SKU-O-2,14,10,0,1115
BETA,Q,2,SKU-Q-2,14,10,318,318
BETA,S,2,SKU-S-2,15,10,796,1274
GAMMA,A,2,SKU-A-2,1,10,26369,17834
GAMMA,B,2,SKU-B-2,1,10,73790,23089
GAMMA,C,2,SKU-C-2,4,10,105605,29459
GAMMA,E,2,SKU-E-2,7,10,5143,6369
GAMMA,F,1,SKU-F-1,6,10,1481,637
GAMMA,F,2,SKU-F-2,7,10,45637,73885
GAMMA,G,2,SKU-G-2,10,10,1178,318
GAMMA,H,2,SKU-H-2,9,10,45924,7803
GAMMA,I,2,SKU-I-2,10,10,14204,5892
GAMMA,J,2,SKU-J-2,11,10,1146,318
GAMMA,K,1,SKU-K-1,10,10,796,159
GAMMA,K,2,SKU-K-2,11,10,37580,22134
GAMMA,L,2,SKU-L-2,12,10,20573,3662
GAMMA,M,2,SKU-M-2,13,10,10159,2707
GAMMA,N,2,SKU-N-2,14,10,10287,7325
GAMMA,O,2,SKU-O-2,14,10,14952,14331
GAMMA,Q,2,SKU-Q-2,14,10,7850,3185
GAMMA,S,2,SKU-S-2,15,10,22516,2389
DELTA,A,2,SKU-A-2,1,10,33439,11146
DELTA,B,1,SKU-B-1,1,10,525,398
DELTA,B,2,SKU-B-2,1,10,104618,42834
DELTA,C,1,SKU-C-1,3,10,8885,4618
DELTA,C,2,SKU-C-2,4,10,219745,74522
DELTA,E,2,SKU-E-2,7,10,16146,3822
DELTA,F,1,SKU-F-1,6,10,3758,6688
DELTA,F,2,SKU-F-2,7,10,95541,22134
DELTA,G,2,SKU-G-2,10,10,4061,1624
DELTA,H,2,SKU-H-2,9,10,128025,36783
DELTA,I,2,SKU-I-2,10,10,28232,9236
DELTA,J,2,SKU-J-2,11,10,9172,1115
DELTA,K,2,SKU-K-2,11,10,92038,29140
DELTA,L,2,SKU-L-2,12,10,72325,19586
DELTA,M,1,SKU-M-1,13,10,955,2309
DELTA,M,2,SKU-M-2,13,10,45350,11465
DELTA,N,2,SKU-N-2,14,10,16242,5096
DELTA,O,1,SKU-O-1,14,10,764,478
DELTA,O,2,SKU-O-2,14,10,82803,19586
DELTA,Q,2,SKU-Q-2,14,10,53599,10828
DELTA,S,2,SKU-S-2,15,10,73567,15764
EPSILON,A,2,SKU-A-2,1,10,58121,13694
EPSILON,B,2,SKU-B-2,1,10,491783,59873
EPSILON,C,1,SKU-C-1,3,10,153662,29299
EPSILON,C,2,SKU-C-2,4,10,551990,104936
EPSILON,E,2,SKU-E-2,7,10,97930,39013
EPSILON,F,1,SKU-F-1,6,10,20796,1911
EPSILON,F,2,SKU-F-2,7,10,384268,23726
EPSILON,G,2,SKU-G-2,10,10,5828,5096
EPSILON,H,1,SKU-H-1,9,10,6051,2707
EPSILON,H,2,SKU-H-2,9,10,650510,80892
EPSILON,I,2,SKU-I-2,10,10,129777,32166
EPSILON,J,2,SKU-J-2,11,10,4108,2070
EPSILON,K,1,SKU-K-1,10,10,6051,1115
EPSILON,K,2,SKU-K-2,11,10,399745,58599
EPSILON,L,2,SKU-L-2,12,10,416879,68949
EPSILON,M,1,SKU-M-1,13,10,6210,3185
EPSILON,M,2,SKU-M-2,13,10,144745,26911
EPSILON,N,2,SKU-N-2,14,10,70446,21815
EPSILON,O,1,SKU-O-1,14,10,1274,318
EPSILON,O,2,SKU-O-2,14,10,455971,34236
EPSILON,Q,2,SKU-Q-2,14,10,194268,65764
EPSILON,S,2,SKU-S-2,15,10,277787,76115
ALPHA,A,2,SKU-A-2,1,11,11465,7962
ALPHA,B,2,SKU-B-2,1,11,24045,8758
ALPHA,C,1,SKU-C-1,3,11,1911,8758
ALPHA,C,2,SKU-C-2,4,11,63296,24045
ALPHA,F,1,SKU-F-1,6,11,36624,8758
ALPHA,F,2,SKU-F-2,7,11,8599,5892
ALPHA,G,2,SKU-G-2,10,11,159,796
ALPHA,H,1,SKU-H-1,9,11,318,318
ALPHA,H,2,SKU-H-2,9,11,20382,10987
ALPHA,I,2,SKU-I-2,10,11,1115,1274
ALPHA,K,1,SKU-K-1,10,11,6688,159
ALPHA,K,2,SKU-K-2,11,11,13057,9713
ALPHA,L,2,SKU-L-2,12,11,7643,5255
ALPHA,M,2,SKU-M-2,13,11,3073,2707
ALPHA,N,2,SKU-N-2,14,11,478,478
ALPHA,O,2,SKU-O-2,14,11,20860,26115
ALPHA,Q,2,SKU-Q-2,14,11,9395,6529
ALPHA,S,2,SKU-S-2,15,11,7404,955
BETA,B,2,SKU-B-2,1,11,637,159
BETA,I,2,SKU-I-2,10,11,1274,796
BETA,K,2,SKU-K-2,11,11,1433,2229
BETA,O,2,SKU-O-2,14,11,796,796
BETA,Q,2,SKU-Q-2,14,11,318,318
BETA,S,2,SKU-S-2,15,11,796,796
GAMMA,A,2,SKU-A-2,1,11,26497,9713
GAMMA,B,2,SKU-B-2,1,11,74713,31210
GAMMA,C,2,SKU-C-2,4,11,106529,23885
GAMMA,F,2,SKU-F-2,7,11,45955,71656
GAMMA,G,2,SKU-G-2,10,11,701,159
GAMMA,H,2,SKU-H-2,9,11,46688,16720
GAMMA,I,2,SKU-I-2,10,11,14363,10191
GAMMA,K,2,SKU-K-2,11,11,37102,11783
GAMMA,L,2,SKU-L-2,12,11,20764,6688
GAMMA,M,2,SKU-M-2,13,11,10924,8599
GAMMA,N,2,SKU-N-2,14,11,10414,6210
GAMMA,O,2,SKU-O-2,14,11,28917,11783
GAMMA,Q,2,SKU-Q-2,14,11,16083,6051
GAMMA,S,2,SKU-S-2,15,11,22293,3662
DELTA,A,2,SKU-A-2,1,11,33917,10510
DELTA,B,2,SKU-B-2,1,11,105573,37898
DELTA,C,1,SKU-C-1,3,11,8089,6847
DELTA,C,2,SKU-C-2,4,11,263376,78344
DELTA,E,2,SKU-E-2,7,11,11497,5573
DELTA,F,1,SKU-F-1,6,11,3917,7006
DELTA,F,2,SKU-F-2,7,11,105573,24045
DELTA,G,2,SKU-G-2,10,11,2389,2404
DELTA,H,2,SKU-H-2,9,11,120621,34873
DELTA,I,2,SKU-I-2,10,11,29140,6369
DELTA,J,2,SKU-J-2,11,11,2771,1752
DELTA,K,2,SKU-K-2,11,11,77389,25637
DELTA,L,1,SKU-L-1,12,11,2070,557
DELTA,L,2,SKU-L-2,12,11,45732,10510
DELTA,M,1,SKU-M-1,13,11,637,541
DELTA,M,2,SKU-M-2,13,11,39745,7962
DELTA,N,2,SKU-N-2,14,11,16146,10191
DELTA,O,2,SKU-O-2,14,11,82643,22611
DELTA,Q,1,SKU-Q-1,14,11,669,159
DELTA,Q,2,SKU-Q-2,14,11,84204,46975
DELTA,S,2,SKU-S-2,15,11,101911,32643
EPSILON,A,2,SKU-A-2,1,11,49045,5732
EPSILON,B,1,SKU-B-1,1,11,796,318
EPSILON,B,2,SKU-B-2,1,11,480637,81210
EPSILON,C,1,SKU-C-1,3,11,160111,27070
EPSILON,C,2,SKU-C-2,4,11,664299,104777
EPSILON,E,2,SKU-E-2,7,11,100876,15764
EPSILON,F,1,SKU-F-1,6,11,29283,13694
EPSILON,F,2,SKU-F-2,7,11,384268,14331
EPSILON,G,2,SKU-G-2,10,11,8742,9076
EPSILON,H,1,SKU-H-1,9,11,10987,4618
EPSILON,H,2,SKU-H-2,9,11,647166,72452
EPSILON,I,2,SKU-I-2,10,11,103185,19427
EPSILON,J,2,SKU-J-2,11,11,12325,3025
EPSILON,K,1,SKU-K-1,10,11,9936,6210
EPSILON,K,2,SKU-K-2,11,11,399745,56369
EPSILON,L,2,SKU-L-2,12,11,379299,58121
EPSILON,M,1,SKU-M-1,13,11,2882,1274
EPSILON,M,2,SKU-M-2,13,11,165382,32484
EPSILON,N,2,SKU-N-2,14,11,88057,15764
EPSILON,O,2,SKU-O-2,14,11,532834,95223
EPSILON,Q,2,SKU-Q-2,14,11,243631,70860
EPSILON,S,2,SKU-S-2,15,11,512659,56847
ALPHA,A,2,SKU-A-2,1,12,17102,16879
ALPHA,B,2,SKU-B-2,1,12,77150,55892
ALPHA,C,2,SKU-C-2,4,12,79252,34713
ALPHA,E,2,SKU-E-2,7,12,1115,796
ALPHA,F,1,SKU-F-1,6,12,36624,11624
ALPHA,F,2,SKU-F-2,7,12,33726,34873
ALPHA,G,2,SKU-G-2,10,12,159,159
ALPHA,H,2,SKU-H-2,9,12,32373,23726
ALPHA,I,2,SKU-I-2,10,12,3662,10191
ALPHA,K,1,SKU-K-1,10,12,14013,4299
ALPHA,K,2,SKU-K-2,11,12,22834,30573
ALPHA,L,2,SKU-L-2,12,12,10669,11624
ALPHA,M,2,SKU-M-2,13,12,5669,2548
ALPHA,N,2,SKU-N-2,14,12,1354,4777
ALPHA,O,1,SKU-O-1,14,12,7006,3503
ALPHA,O,2,SKU-O-2,14,12,44793,30255
ALPHA,Q,2,SKU-Q-2,14,12,18551,15127
ALPHA,S,2,SKU-S-2,15,12,11210,10510
BETA,B,2,SKU-B-2,1,12,637,637
BETA,C,2,SKU-C-2,4,12,637,478
BETA,E,2,SKU-E-2,7,12,637,318
BETA,H,2,SKU-H-2,9,12,955,478
BETA,I,2,SKU-I-2,10,12,1274,2389
BETA,K,2,SKU-K-2,11,12,1115,1911
BETA,Q,2,SKU-Q-2,14,12,318,159
BETA,S,2,SKU-S-2,15,12,796,159
